Date,Total Snow,Daily Delta,Min,Max,Mean
2014-01-01,0.1560475161987041,0.8665231431646931,0.5234042553191489,0.4176470588235294,0.46412911652206357
2014-01-02,0.16306695464362853,0.8805166846071043,0.5829787234042554,0.41568627450980394,0.494822278197593
2014-01-03,0.18466522678185746,0.9095801937567276,0.4617021276595745,0.43137254901960786,0.43455546226327074
2014-01-04,0.183585313174946,0.8643702906350914,0.42340425531914894,0.48431372549019613,0.3866032279130515
2014-01-05,0.18412526997840173,0.867599569429494,0.4893617021276596,0.5568627450980392,0.4532139192088813
2014-01-06,0.18466522678185746,0.867599569429494,0.5446808510638298,0.603921568627451,0.5095624591846254
2014-01-07,0.18628509719222464,0.8697524219590957,0.5659574468085107,0.4274509803921569,0.49883384644089923
2014-01-08,0.1900647948164147,0.8740581270182992,0.5957446808510638,0.41372549019607846,0.500139938427092
2014-01-09,0.19870410367170627,0.8837459634015069,0.5340425531914894,0.39803921568627454,0.4608638865565817
2014-01-10,0.21220302375809935,0.8934337997847147,0.5340425531914894,0.39019607843137255,0.46030413284821337
2014-01-11,0.25377969762419006,0.9494079655543595,0.5553191489361702,0.403921568627451,0.4699132381752028
2014-01-12,0.26619870410367175,0.891280947255113,0.5148936170212767,0.37647058823529417,0.436701184812016
2014-01-13,0.2748380129589633,0.8837459634015069,0.5638297872340425,0.47058823529411764,0.5257953167273066
2014-01-14,0.27699784017278617,0.8708288482238966,0.6361702127659574,0.45098039215686275,0.5431476816867244
2014-01-15,0.2775377969762419,0.867599569429494,0.6127659574468085,0.4392156862745098,0.5223435021923686
2014-01-16,0.27699784017278617,0.8654467168998923,0.597872340425532,0.5901960784313726,0.5456665733743818
2014-01-17,0.27645788336933047,0.8654467168998923,0.625531914893617,0.6549019607843137,0.5989364679541002
2014-01-18,0.27591792656587477,0.8654467168998923,0.6659574468085107,0.5823529411764706,0.6021084056348539
2014-01-19,0.275377969762419,0.8654467168998923,0.5957446808510638,0.5705882352941176,0.5448269428118294
2014-01-20,0.2748380129589633,0.8654467168998923,0.5595744680851065,0.6941176470588235,0.5463196193674782
2014-01-21,0.2748380129589633,0.8665231431646931,0.6276595744680852,0.592156862745098,0.5859688403769008
2014-01-22,0.27429805615550756,0.8654467168998923,0.5617021276595745,0.6196078431372549,0.5708554902509562
2014-01-23,0.27375809935205186,0.8654467168998923,0.6063829787234043,0.692156862745098,0.5885810243492863
2014-01-24,0.2748380129589633,0.8686759956942949,0.6936170212765957,0.7843137254901961,0.6759026028547438
2014-01-25,0.2748380129589633,0.8665231431646931,0.7170212765957447,0.7549019607843137,0.6819666013620673
2014-01-26,0.27429805615550756,0.8654467168998923,0.6531914893617021,0.7215686274509805,0.6330814441645675
2014-01-27,0.27375809935205186,0.8654467168998923,0.6382978723404256,0.6235294117647059,0.602201697919582
2014-01-28,0.27429805615550756,0.867599569429494,0.6127659574468085,0.47450980392156866,0.544173896818733
2014-01-29,0.27429805615550756,0.8665231431646931,0.5808510638297872,0.5294117647058824,0.5307398078178934
2014-01-30,0.2748380129589633,0.867599569429494,0.5340425531914894,0.4392156862745098,0.47327176042541275
2014-01-31,0.27213822894168466,0.8611410118406888,0.37021276595744684,0.48431372549019613,0.3793264297042634
2014-02-01,0.27159827213822896,0.8654467168998923,0.39148936170212767,0.4098039215686275,0.36010821905028445
2014-02-02,0.27159827213822896,0.8665231431646931,0.374468085106383,0.4,0.3608545573281089
2014-02-03,0.27159827213822896,0.8665231431646931,0.3595744680851064,0.3215686274509804,0.32493702770780847
2014-02-04,0.27105831533477326,0.8654467168998923,0.21489361702127663,0.23137254901960788,0.20962776378393505
2014-02-05,0.27105831533477326,0.8665231431646931,0.22340425531914898,0.24705882352941178,0.1975930590540162
2014-02-06,0.27159827213822896,0.867599569429494,0.23191489361702133,0.27647058823529413,0.2140125011661535
2014-02-07,0.27159827213822896,0.8665231431646931,0.24042553191489363,0.3235294117647059,0.22921914357682616
2014-02-08,0.2726781857451404,0.8686759956942949,0.3191489361702128,0.3686274509803922,0.2881798675249556
2014-02-09,0.27375809935205186,0.8686759956942949,0.3297872340425532,0.403921568627451,0.32568336598563297
2014-02-10,0.27591792656587477,0.8708288482238966,0.4,0.3823529411764706,0.3810056908293683
2014-02-11,0.2861771058315335,0.8869752421959095,0.4787234042553192,0.3686274509803922,0.438567030506577
2014-02-12,0.30831533477321815,0.9106566200215285,0.5340425531914894,0.4901960784313726,0.48773206455826096
2014-02-13,0.322354211663067,0.8945102260495156,0.548936170212766,0.43137254901960786,0.4717790838697639
2014-02-14,0.33099352051835856,0.8837459634015069,0.5468085106382979,0.43137254901960786,0.47243212986286026
2014-02-15,0.3358531317494601,0.876210979547901,0.5319148936170213,0.39803921568627454,0.4627297322511428
2014-02-16,0.3547516198704104,0.9041980624327233,0.4893617021276596,0.37647058823529417,0.4325030319992536
2014-02-17,0.37580993520518363,0.9085037674919267,0.5106382978723405,0.4666666666666667,0.45274745778524106
2014-02-18,0.38390928725701945,0.882669537136706,0.5234042553191489,0.3686274509803922,0.4340890008396305
2014-02-19,0.40388768898488125,0.906350914962325,0.46808510638297873,0.41568627450980394,0.41673663588021265
2014-02-20,0.4136069114470843,0.8858988159311086,0.5,0.47450980392156866,0.43138352458251694
2014-02-21,0.4163066954643629,0.8719052744886975,0.34680851063829793,0.4803921568627451,0.40600802313648654
