Date,Total Snow,Daily Delta,Min,Max,Mean
2014-03-28,392.0,2.0,-6.1,3.7,-3.0217391304347827
2014-03-29,400.0,8.0,-5.2,3.7,-0.8521739130434782
2014-03-30,403.0,3.0,-4.3,6.1,-0.5565217391304348
2014-03-31,400.0,-3.0,-7.4,5.9,-1.873913043478261
2014-04-01,403.0,3.0,-10.5,7.1,-2.339130434782609
2014-04-02,402.0,-1.0,-6.0,5.9,-1.2695652173913043
2014-04-03,409.0,7.0,-2.0,3.3,0.18695652173913044
2014-04-04,413.0,4.0,-0.9,7.1,1.108695652173913
2014-04-05,413.0,0.0,-1.4,3.1,0.14782608695652175
2014-04-06,408.0,-5.0,-1.9,4.0,0.9260869565217391
2014-04-07,413.0,5.0,0.3,9.3,4.734782608695652
2014-04-08,399.0,-14.0,0.4,6.3,3.534782608695652
2014-04-09,401.0,2.0,-3.4,4.0,-0.9826086956521739
2014-04-10,406.0,5.0,-1.3,5.3,1.1695652173913043
2014-04-11,409.0,3.0,1.4,6.9,3.365217391304348
2014-04-12,401.0,-8.0,-1.8,9.0,1.6956521739130435
2014-04-13,412.0,11.0,-6.5,12.4,0.508695652173913
2014-04-14,411.0,-1.0,-2.9,10.0,2.7956521739130435
2014-04-15,412.0,1.0,-0.2,6.9,2.208695652173913
2014-04-16,410.0,-2.0,-2.4,6.6,0.9217391304347826
2014-04-17,412.0,2.0,0.9,6.5,2.9956521739130433
2014-04-18,409.0,-3.0,-4.9,6.9,0.1826086956521739
2014-04-19,421.0,12.0,-2.2,4.1,0.23913043478260868
2014-04-20,411.0,-10.0,-1.5,4.2,1.0
2014-04-21,418.0,7.0,-0.9,5.7,1.5130434782608695
2014-04-22,423.0,5.0,-2.0,7.0,1.2782608695652173
2014-04-23,420.0,-3.0,-6.6,5.4,-1.4913043478260868
2014-04-24,427.0,7.0,-2.3,6.3,1.0608695652173914
2014-04-25,421.0,-6.0,-3.0,7.8,1.208695652173913
2014-04-26,426.0,5.0,-4.7,6.1,-0.19565217391304354
2014-04-27,425.0,-1.0,-2.0,7.0,0.4869565217391304
2014-04-28,418.0,-7.0,-3.0,7.2,0.43043478260869567
2014-04-29,413.0,-5.0,-0.7,8.4,2.6565217391304348
2014-04-30,413.0,0.0,2.0,18.3,8.221739130434782
2014-05-01,399.0,-14.0,1.7,20.3,9.395652173913044
2014-05-02,382.0,-17.0,2.0,16.5,8.508695652173913
2014-05-03,371.0,-11.0,-2.9,9.9,0.5956521739130435
2014-05-04,374.0,3.0,-3.5,2.0,-1.4086956521739131
2014-05-05,372.0,-2.0,-6.3,8.7,0.4739130434782608
2014-05-06,371.0,-1.0,-3.8,13.2,2.5478260869565217
2014-05-07,363.0,-8.0,-1.6,12.9,5.273913043478261
2014-05-08,356.0,-7.0,0.5,11.7,5.121739130434783
2014-05-09,338.0,-18.0,2.0,9.0,4.765217391304348
2014-05-10,320.0,-18.0,-1.3,12.4,3.7
2014-05-11,305.0,-15.0,-2.0,15.1,4.973913043478261
2014-05-12,296.0,-9.0,1.7,8.8,5.482608695652174
2014-05-13,284.0,-12.0,4.2,14.4,7.578260869565217
2014-05-14,258.0,-26.0,5.6,18.8,10.791304347826086
2014-05-15,231.0,-27.0,0.5,17.2,8.360869565217392
2014-05-16,211.0,-20.0,3.0,17.4,9.734782608695651
2014-05-17,181.0,-30.0,5.5,12.5,8.791304347826086
2014-05-18,157.0,-24.0,0.0,13.7,5.3
2014-05-19,129.0,-28.0,2.7,11.7,6.1
2014-05-20,100.0,-29.0,4.9,12.2,7.826086956521739
2014-05-21,62.0,-38.0,6.0,9.9,7.78695652173913
2014-05-22,28.0,-34.0,5.6,9.5,6.952173913043478
2014-05-23,10.0,-18.0,4.1,9.0,6.817391304347826
2014-05-24,5.0,-5.0,2.6,11.4,5.869565217391305
2014-05-25,3.0,-2.0,2.9,9.3,5.665217391304348
2014-05-26,1.0,-2.0,2.7,9.9,5.291304347826087
2014-05-27,0,-1.0,-0.9,9.8,3.9521739130434783
2014-05-28,0,0,1.9,11.1,3.8347826086956522
2014-05-29,0.0,0.0,1.0,10.6,5.534782608695652
2014-05-30,0,0.0,-0.4,15.9,6.047826086956522
2014-05-31,0.0,0.0,1.1,16.3,8.839130434782609
2014-06-01,0,0.0,1.8,16.7,8.895652173913044
2014-06-02,0,0,3.0,20.1,10.47391304347826
2014-06-03,0,0,2.6,17.8,10.660869565217391
2014-06-04,2.0,2.0,6.9,13.3,10.173913043478262
2014-06-05,0,-2.0,-2.2,13.8,5.160869565217391
2014-06-06,0,0,-0.2,14.0,6.717391304347826
2014-06-07,0.0,0.0,3.8,15.9,9.513043478260869
2014-06-08,1.0,1.0,8.0,13.5,10.004347826086956
2014-06-09,0,-1.0,1.5,13.1,7.1521739130434785
2014-06-10,0,0,1.9,13.9,7.017391304347826
2014-06-11,0,0,1.8,15.4,8.552173913043479
2014-06-12,0,0,0.9,17.0,8.486956521739131
2014-06-13,0.0,0.0,3.8,18.5,10.052173913043479
2014-06-14,0.0,0.0,7.2,15.2,9.57391304347826
2014-06-15,0,0.0,3.3,11.4,6.421739130434783
2014-06-16,2.0,2.0,0.3,8.9,3.365217391304348
2014-06-17,1.0,-1.0,4.5,17.5,9.282608695652174
2014-06-18,1.0,0.0,7.4,15.6,11.182608695652174
2014-06-19,0.0,-1.0,7.6,13.5,9.365217391304348
2014-06-20,0,0.0,3.1,10.3,6.173913043478261
2014-06-21,0,0,2.0,11.6,6.082608695652174
2014-06-22,0,0,3.4,16.1,8.895652173913044
2014-06-23,0,0,3.8,17.8,10.23913043478261
2014-06-24,2.0,2.0,8.0,15.3,10.930434782608696
2014-06-25,0,-2.0,3.5,16.4,9.765217391304347
2014-06-26,0,0,2.1,18.1,9.695652173913043
2014-06-27,0.0,0.0,6.9,16.3,10.095652173913043
2014-06-28,0.0,0.0,6.6,13.2,8.947826086956521
2014-06-29,0,0.0,5.6,14.1,8.617391304347827
2014-06-30,0,0,1.9,18.3,9.308695652173913
2014-07-01,0,0,5.2,23.9,13.317391304347826
2014-07-02,4.0,4.0,10.9,21.4,16.98695652173913
2014-07-03,0.0,-4.0,9.5,18.0,11.939130434782609
2014-07-04,0.0,0.0,6.6,12.8,9.430434782608696
2014-07-05,0.0,0.0,7.2,10.6,8.604347826086956
2014-07-06,1.0,1.0,8.7,17.8,10.852173913043478
2014-07-07,0,-1.0,5.1,21.1,12.26086956521739
2014-07-08,0,0,5.7,23.3,14.008695652173913
2014-07-09,0,0,5.2,21.5,13.58695652173913
2014-07-10,0,0,3.4,23.5,12.517391304347827
2014-07-11,0,0,5.4,26.5,14.095652173913043
2014-07-12,0,0,7.7,26.6,16.9
2014-07-13,0,0,7.7,28.3,16.769565217391303
2014-07-14,0.0,0.0,10.8,29.0,18.743478260869566
2014-07-15,0,0.0,9.7,27.6,18.53913043478261
2014-07-16,0,0,7.9,26.7,17.047826086956523
2014-07-17,0,0,8.5,23.7,16.526086956521738
2014-07-18,0,0,13.0,20.1,15.339130434782609
2014-07-19,0,0,10.6,15.4,12.495652173913044
2014-07-20,0,0,5.2,15.3,9.369565217391305
2014-07-21,0,0,7.1,15.0,10.256521739130434
2014-07-22,0,0,7.6,15.0,10.71304347826087
2014-07-23,0,0,5.5,16.4,10.082608695652175
2014-07-24,0,0,7.7,15.0,9.991304347826087
2014-07-25,0,0,6.6,16.1,9.956521739130435
2014-07-26,0,0,5.0,15.8,10.378260869565217
2014-07-27,0,0,3.7,19.3,10.647826086956522
2014-07-28,0,0,5.7,22.2,12.626086956521739
2014-07-29,0,0,7.0,22.5,14.08695652173913
2014-07-30,0,0,7.2,22.2,14.334782608695653
2014-07-31,0,0,5.7,23.3,13.569565217391304
2014-08-01,0,0,6.1,26.7,14.330434782608695
2014-08-02,0,0,8.5,25.5,16.495652173913044
2014-08-03,0,0,7.5,26.7,15.982608695652173
2014-08-04,0,0,8.7,26.2,16.93913043478261
2014-08-05,0,0,10.5,23.2,16.8
2014-08-06,0,0,9.9,19.6,14.42608695652174
2014-08-07,0,0,4.0,18.1,11.339130434782609
2014-08-08,0,0,4.2,17.3,10.869565217391305
2014-08-09,0,0,4.2,19.5,11.343478260869565
2014-08-10,0,0,6.6,25.1,13.769565217391305
2014-08-11,0,0,6.7,28.4,15.508695652173913
2014-08-12,0,0,12.3,24.2,18.026086956521738
2014-08-13,0,0,10.8,25.6,17.18695652173913
2014-08-14,0,0,9.7,25.8,16.77391304347826
2014-08-15,0,0,11.5,20.5,15.1
2014-08-16,0,0,12.1,21.7,15.660869565217391
2014-08-17,0,0,7.3,24.3,14.57391304347826
2014-08-18,0,0,8.6,22.1,14.734782608695653
2014-08-19,0,0,7.0,20.3,14.517391304347825
2014-08-20,0,0,3.5,19.8,11.608695652173912
2014-08-21,0,0,8.1,17.0,11.821739130434782
2014-08-22,0,0,4.1,18.0,8.634782608695652
2014-08-23,0,0,3.5,19.0,9.578260869565218
2014-08-24,0,0,3.3,20.3,10.369565217391305
2014-08-25,0,0,6.5,19.1,12.747826086956522
2014-08-26,0,0,11.8,22.3,16.160869565217393
2014-08-27,0,0,13.0,18.0,15.57391304347826
2014-08-28,0,0,6.5,18.0,13.047826086956523
2014-08-29,0,0,6.7,13.9,9.58695652173913
2014-08-30,0,0,5.2,10.3,7.6521739130434785
2014-08-31,0,0,2.9,11.2,6.6695652173913045
2014-09-01,0,0,7.5,10.6,8.743478260869566
2014-09-02,0,0,5.7,12.2,8.265217391304347
2014-09-03,0,0,2.1,16.2,6.878260869565217
2014-09-04,0,0,0.8,19.8,7.730434782608696
2014-09-05,0,0,2.4,23.4,9.3
2014-09-06,0,0,4.5,24.3,11.547826086956523
2014-09-07,0,0,7.9,20.8,13.556521739130435
2014-09-08,0,0,4.2,16.1,9.595652173913043
2014-09-09,0,0,1.0,13.3,5.8130434782608695
2014-09-10,0,0,-2.0,10.2,4.708695652173913
2014-09-11,0,0,-3.2,17.1,3.382608695652174
2014-09-12,0,0,0.2,16.8,7.965217391304348
2014-09-13,0,0,0.2,21.3,8.304347826086957
2014-09-14,0,0,1.9,23.0,9.517391304347827
2014-09-15,0,0,3.7,23.9,10.708695652173914
2014-09-16,0,0,3.9,22.8,11.26086956521739
2014-09-17,0,0,7.1,18.8,11.986956521739131
2014-09-18,0,0,9.2,14.0,10.9
2014-09-19,0,0,9.0,14.1,10.826086956521738
2014-09-20,0,0,4.1,23.9,11.252173913043478
2014-09-21,0,0,7.5,23.0,13.147826086956522
2014-09-22,0,0,8.9,16.5,13.295652173913043
2014-09-23,0,0,0.0,12.9,7.71304347826087
2014-09-24,0,0,5.6,11.1,7.71304347826087
2014-09-25,0,0,3.3,13.2,7.3478260869565215
2014-09-26,0,0,0.0,11.0,3.256521739130435
2014-09-27,0,0,0.0,14.4,5.382608695652174
2014-09-28,0,0,3.8,20.1,9.330434782608696
2014-09-29,0,0,5.8,14.5,9.443478260869565
2014-09-30,0,0,2.9,12.2,5.613043478260869
2014-10-01,0,0,2.8,6.6,4.695652173913044
2014-10-02,0,0,-3.3,9.3,1.5956521739130434
2014-10-03,0,0,5.7,10.7,7.926086956521739
2014-10-04,0,0,8.6,15.8,11.860869565217392
2014-10-05,0,0,8.4,16.2,11.230434782608695
2014-10-06,0,0,10.2,16.5,12.95217391304348
2014-10-07,0,0,4.3,13.5,8.917391304347825
2014-10-08,0,0,5.2,15.9,9.169565217391305
2014-10-09,0,0,7.6,12.9,10.269565217391305
2014-10-10,0,0,6.7,12.3,9.404347826086957
2014-10-11,0,0,3.4,8.0,5.078260869565217
2014-10-12,0,0,3.1,5.4,4.282608695652174
2014-10-13,0,0,3.1,6.5,4.791304347826087
2014-10-14,0,0,0.6,4.3,2.717391304347826
2014-10-15,0,0,-1.9,5.9,1.0869565217391304
2014-10-16,0,0,1.9,7.5,3.3391304347826085
2014-10-17,0,0,3.8,7.1,5.317391304347826
2014-10-18,0,0,4.5,8.8,6.456521739130435
2014-10-19,0,0,5.8,7.8,6.78695652173913
2014-10-20,0,0,2.2,5.2,4.3130434782608695
2014-10-21,0,0,1.1,5.7,3.139130434782609
2014-10-22,8.0,8.0,0.2,4.3,1.6565217391304348
2014-10-23,0,-8.0,0.2,2.6,1.0521739130434782
2014-10-24,0,0,-0.8,5.2,0.5434782608695652
2014-10-25,1.0,1.0,-2.1,0.5,-1.291304347826087
2014-10-26,24.0,23.0,-1.7,4.9,-0.4478260869565217
2014-10-27,25.0,1.0,-5.8,2.4,-2.3043478260869565
2014-10-28,33.0,8.0,0.1,5.9,2.7043478260869565
2014-10-29,30.0,-3.0,2.2,5.6,3.3173913043478263
2014-10-30,23.0,-7.0,1.1,3.8,2.6739130434782608
2014-10-31,20.0,-3.0,-1.3,4.9,1.1043478260869566
2014-11-01,18.0,-2.0,-1.1,5.2,0.7565217391304347
2014-11-02,17.0,-1.0,-1.6,5.1,1.6434782608695653
2014-11-03,17.0,0.0,2.4,4.9,3.417391304347826
2014-11-04,5.0,-12.0,1.3,5.5,3.1826086956521737
2014-11-05,2.0,-3.0,-0.6,6.4,1.2608695652173914
2014-11-06,0,-2.0,4.4,8.8,6.71304347826087
2014-11-07,0,0,0.8,6.6,3.034782608695652
2014-11-08,0,0,2.8,6.9,5.352173913043479
2014-11-09,0,0,-1.0,4.4,0.9478260869565217
2014-11-10,0,0,-7.9,2.6,-3.7956521739130435
2014-11-11,0,0,-11.3,-4.1,-7.7043478260869565
2014-11-12,0,0,-15.8,-5.8,-12.752173913043478
2014-11-13,0,0,-17.2,-6.1,-13.8
2014-11-14,0,0,-17.2,-5.4,-14.06842105263158
2014-11-15,0,0,-16.2,-2.1,-12.956521739130435
2014-11-16,0,0,-10.3,2.1,-7.273913043478261
2014-11-17,0,0,-7.2,2.3,-4.326086956521739
2014-11-18,0,0,-2.8,5.4,0.19565217391304351
2014-11-19,5.0,5.0,-0.8,7.2,1.6565217391304348
2014-11-20,7.0,2.0,-0.3,4.3,2.282608695652174
2014-11-21,6.0,-1.0,0.0,3.1,1.9608695652173913
2014-11-22,12.0,6.0,-2.3,0.5,-0.8869565217391304
2014-11-23,18.0,6.0,-2.2,0.1,-1.065217391304348
2014-11-24,19.0,1.0,-1.7,-0.8,-1.1869565217391305
2014-11-25,29.0,10.0,-2.9,0.2,-1.1565217391304348
2014-11-26,43.0,14.0,-3.7,-2.4,-3.0608695652173914
2014-11-27,84.0,41.0,-3.9,4.2,1.317391304347826
2014-11-28,112.0,28.0,-20.3,-4.9,-14.61304347826087
2014-11-29,106.0,-6.0,-29.8,-18.2,-24.713043478260868
2014-11-30,106.0,0.0,-23.2,-6.7,-18.839130434782607
2014-12-01,111.0,5.0,-13.7,-5.2,-8.891304347826086
2014-12-02,110.0,-1.0,-12.5,-6.7,-9.917391304347825
2014-12-03,112.0,2.0,-14.4,-6.8,-11.452173913043477
2014-12-04,113.0,1.0,-13.6,-4.7,-10.891304347826088
2014-12-05,114.0,1.0,-11.4,-3.2,-8.639130434782608
2014-12-06,125.0,11.0,-7.2,3.7,-0.2043478260869565
2014-12-07,125.0,0.0,-0.8,3.5,1.2
2014-12-08,129.0,4.0,2.0,5.3,3.5043478260869563
2014-12-09,130.0,1.0,1.0,3.4,2.1652173913043478
2014-12-10,140.0,10.0,0.3,2.3,1.0956521739130434
2014-12-11,159.0,19.0,-1.3,0.8,0.11304347826086956
2014-12-12,161.0,2.0,-2.5,0.4,-1.1782608695652175
2014-12-13,160.0,-1.0,-8.7,-1.9,-6.208695652173913
2014-12-14,161.0,1.0,-11.4,-3.6,-8.7
2014-12-15,169.0,8.0,-12.4,-4.6,-10.069565217391304
2014-12-16,169.0,0.0,-4.2,0.7,-1.9304347826086956
2014-12-17,167.0,-2.0,-2.1,0.7,-0.9869565217391304
2014-12-18,173.0,6.0,-5.5,-0.2,-2.365217391304348
2014-12-19,179.0,6.0,-2.2,0.3,-0.6347826086956522
2014-12-20,189.0,10.0,-1.7,0.1,-0.9043478260869565
2014-12-21,194.0,5.0,-1.2,0.5,-0.34782608695652173
2014-12-22,193.0,-1.0,-2.7,0.0,-1.7739130434782608
2014-12-23,202.0,9.0,-3.5,0.5,-1.482608695652174
2014-12-24,206.0,4.0,-6.3,-1.9,-3.4130434782608696
2014-12-25,203.0,-3.0,-12.2,-4.0,-7.452173913043478
2014-12-26,203.0,0.0,-10.4,-2.9,-7.534782608695652
2014-12-27,214.0,11.0,-3.5,-0.6,-2.1130434782608694
2014-12-28,210.0,-4.0,-7.6,-4.7,-6.069565217391305
2014-12-29,203.0,-7.0,-19.3,-10.0,-15.4
2014-12-30,206.0,3.0,-22.7,-8.6,-17.678260869565218
2014-12-31,214.0,8.0,-10.3,-2.9,-6.908695652173913
2015-01-01,217.0,3.0,-4.9,3.5,-2.3347826086956522
2015-01-02,222.0,5.0,-2.9,5.4,1.8130434782608695
2015-01-03,217.0,-5.0,-14.6,-4.6,-9.365217391304348
2015-01-04,226.0,9.0,-18.9,-1.4,-15.330434782608696
2015-01-05,243.0,17.0,-15.9,2.1,-7.452173913043478
2015-01-06,256.0,13.0,-1.0,6.6,4.308695652173913
2015-01-07,252.0,-4.0,-3.6,6.7,2.5043478260869567
2015-01-08,248.0,-4.0,-5.8,-0.1,-3.1043478260869564
2015-01-09,259.0,11.0,-7.0,7.3,-2.11304347826087
2015-01-10,263.0,4.0,-3.3,3.5,0.20000000000000004
2015-01-11,259.0,-4.0,-8.6,1.4,-4.739130434782608
2015-01-12,253.0,-6.0,-9.5,0.1,-6.017391304347826
2015-01-13,255.0,2.0,-5.0,6.1,0.5652173913043479
2015-01-14,251.0,-4.0,-2.4,7.3,0.19565217391304346
2015-01-15,262.0,11.0,-1.3,4.1,1.6869565217391305
2015-01-16,260.0,-2.0,-3.6,1.5,-0.4565217391304348
2015-01-17,267.0,7.0,-3.1,0.6,-1.4478260869565218
2015-01-18,285.0,18.0,-3.8,2.3,-0.24347826086956523
2015-01-19,280.0,-5.0,-2.7,-0.1,-1.373913043478261
2015-01-20,281.0,1.0,-4.2,-0.1,-2.691304347826087
2015-01-21,289.0,8.0,-2.9,4.7,0.3217391304347826
2015-01-22,294.0,5.0,0.5,5.0,2.9260869565217393
2015-01-23,293.0,-1.0,3.3,6.9,4.730434782608696
2015-01-24,278.0,-15.0,0.2,7.8,3.4
2015-01-25,264.0,-14.0,3.2,7.4,5.552173913043478
2015-01-26,252.0,-12.0,2.4,9.3,5.473913043478261
2015-01-27,240.0,-12.0,1.9,6.3,3.4043478260869566
2015-01-28,235.0,-5.0,-5.7,3.3,-1.6695652173913043
2015-01-29,246.0,11.0,-5.3,4.5,-0.9695652173913043
2015-01-30,251.0,5.0,0.7,5.3,3.0304347826086957
2015-01-31,253.0,2.0,-4.7,4.3,-0.8652173913043478
2015-02-01,265.0,12.0,-3.0,1.9,-0.5739130434782609
2015-02-02,268.0,3.0,-1.5,0.9,-0.23043478260869565
2015-02-03,263.0,-5.0,-4.0,1.9,0.3695652173913043
2015-02-04,262.0,-1.0,-6.0,2.5,-2.1478260869565218
2015-02-05,277.0,15.0,-1.8,4.5,0.8782608695652174
2015-02-06,278.0,1.0,1.0,5.0,2.4043478260869566
2015-02-07,284.0,6.0,0.7,3.5,2.017391304347826
2015-02-08,281.0,-3.0,0.7,4.1,2.0739130434782607
2015-02-09,289.0,8.0,-0.6,4.2,0.6956521739130435
2015-02-10,287.0,-2.0,-0.7,6.2,1.2304347826086957
2015-02-11,293.0,6.0,-0.4,3.5,1.5956521739130436
2015-02-12,298.0,5.0,1.0,4.8,3.0608695652173914
2015-02-13,293.0,-5.0,3.2,6.4,4.178260869565217
2015-02-14,288.0,-5.0,-3.3,4.9,0.4956521739130435
2015-02-15,292.0,4.0,-7.1,9.9,-2.3347826086956522
2015-02-16,295.0,3.0,-6.7,5.0,-2.591304347826087
2015-02-17,301.0,6.0,-5.8,13.0,-0.8434782608695651
2015-02-18,281.0,-20.0,-2.6,8.1,1.3043478260869565
2015-02-19,265.0,-16.0,1.3,4.5,3.0391304347826087
2015-02-20,295.0,30.0,-6.0,4.8,-0.7565217391304349
2015-02-21,267.0,-28.0,-6.3,3.5,-2.243478260869565
2015-02-22,285.0,18.0,-9.1,11.1,-3.2043478260869565
2015-02-23,258.0,-27.0,-3.5,12.7,0.9608695652173913
2015-02-24,259.0,1.0,1.2,8.4,4.1869565217391305
2015-02-25,274.0,15.0,-6.4,2.2,-2.752173913043478
2015-02-26,264.0,-10.0,-2.9,5.8,-0.3869565217391305
2015-02-27,258.0,-6.0,-7.0,0.3,-3.5347826086956524
2015-02-28,254.0,-4.0,-13.6,4.1,-7.21304347826087
2015-03-01,268.0,14.0,-8.9,2.8,-3.5304347826086957
2015-03-02,251.0,-17.0,-6.6,-0.1,-3.4217391304347826
2015-03-03,261.0,10.0,-14.5,3.6,-7.726086956521739
2015-03-04,264.0,3.0,-10.3,5.4,-4.578260869565217
2015-03-05,251.0,-13.0,-0.5,5.5,1.3391304347826087
2015-03-06,243.0,-8.0,0.8,6.7,3.5565217391304347
2015-03-07,259.0,16.0,-2.6,11.1,2.8434782608695652
2015-03-08,279.0,20.0,-3.3,12.5,1.9478260869565218
2015-03-09,267.0,-12.0,4.0,9.6,5.921739130434783
2015-03-10,280.0,13.0,-2.6,9.7,3.4391304347826086
2015-03-11,275.0,-5.0,1.4,7.5,4.217391304347826
2015-03-12,270.0,-5.0,0.7,6.0,2.7119999999999997
2015-03-13,269.0,-1.0,3.3,10.5,5.630434782608695
2015-03-14,278.0,9.0,0.0,6.6,2.360869565217391
2015-03-15,264.0,-14.0,-5.8,0.2,-2.4478260869565216
2015-03-16,265.0,1.0,-10.1,7.8,-3.0391304347826087
2015-03-17,266.0,1.0,-5.9,7.0,-0.3521739130434783
2015-03-18,249.0,-17.0,0.3,5.6,2.0391304347826087
2015-03-19,268.0,19.0,-0.3,8.1,1.8347826086956522
2015-03-20,285.0,17.0,0.2,4.7,2.265217391304348
